Año,Tipo de recogida,Bilketa mota,Clasificación,Sailkapena,Subclasificación,Azpisailkapena,Ambito,Eremua,Total (kg)
2022,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Papel y cartón de centros escolares y administración,Ikastetxeetako eta administrazioetako papera eta kartoia,URBANO,HIRIA,618250
2022,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón vía pública (Centro),Bide publikoko edukiontziak (erdialdea),URBANO,HIRIA,997420
2022,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón puerta a puerta (barrios),atez ateko kartoia (auzoak),URBANO,HIRIA,689120
2022,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón comercial (Parte vieja),Merkataritzako kartoia (Parte Zaharra),URBANO,HIRIA,399760
2022,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,485380
2022,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón garbigunes,Garbiguneetako kartoia,URBANO,HIRIA,105354
2022,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,909210
2022,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,4619630
2022,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública y grandes productores recogida trasera,Bide publikoko edukiontziak eta ekoizle handiak. Atzeko bilketa,URBANO,HIRIA,381270
2022,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Parte vieja,Parte Zaharra,URBANO,HIRIA,240410
2022,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,85790
2022,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Contenedores vía pública de vidrio,Bide publikoko beira edukiontziak,URBANO,HIRIA,5882097
2022,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Vídrio hostelería difícil acceso,Sarbide zaileko ostalaritza establezimenduetako beira,URBANO,HIRIA,1460840
2022,Recogida selectiva,Gaikako bilketa,Pilas,Pilak,Contenedores en la vía pública y puntos de recogida,Bide publikoko eta bilketa puntuetako edukiontziak,URBANO,HIRIA,19090
2022,Recogida selectiva,Gaikako bilketa,Textiles,Oihalak,Contenedores en vía pública de textiles,Bide publikoko oihal edukiontziak,URBANO,HIRIA,572551
2022,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Contenedores en vía pública,Bide publikoko edukiontziak,URBANO,HIRIA,92865
2022,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,1318
2022,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Garbigunes vidrio plano,Garbiguneetako beira zapala,URBANO,HIRIA,23676
2022,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,52070
2022,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Garbigunes,Garbiguneak,URBANO,HIRIA,22582
2022,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,38940
2022,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,126000
2022,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material no leñoso: hierba, Egurra ez den materiala: belarra,URBANO,HIRIA,170960
2022,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material leñoso: ramas,Zurezko materiala: adarrak,URBANO,HIRIA,221740
2022,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Garbigune,Garbiguneak,URBANO,HIRIA,71308
2022,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,530
2022,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Maderas ayuntamiento,Zurak Udala,URBANO,HIRIA,7260
2022,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Garbigune,Garbiguneak,URBANO,HIRIA,496664
2022,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,507380
2022,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,603800
2022,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Voluminosos-ayuntamiento,Udaleko tamaina handiko hondakinak,URBANO,HIRIA,2714960
2022,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Garbigunes,Garbiguneak,URBANO,HIRIA,228761
2022,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,8820
2022,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2022,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,RAEE (Recogidos por los servicios municipales),TEEH (Udal zerbitzuek bildutakoak),URBANO,HIRIA,0
2022,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,20579
2022,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Garbigunes,Garbiguneak,URBANO,HIRIA,181740
2022,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,5150
2022,Recogida selectiva,Gaikako bilketa,Chatarra,Txatarra,Garbigunes,Garbiguneak,URBANO,HIRIA,66972
2022,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,11850
2022,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Garbigunes,Garbiguneak,URBANO,HIRIA,25844
2022,Recogida selectiva,Gaikako bilketa,Neumáticos,Pneumatikoak,Garbigune,Garbiguneak,URBANO,HIRIA,8141
2022,Rechazo,Errefusa,Rechazo    ,Errefusa,Basura domiciliaria,Etxeko zaborra,URBANO,HIRIA,44548500
2022,Rechazo,Errefusa,Rechazo    ,Errefusa,Mercados,Merkatuak,URBANO,HIRIA,0
2022,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida rural,Landako bilketa,URBANO,HIRIA,0
2022,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (escombro),Garbigunea (obra hondakinak),URBANO,HIRIA,838290
2022,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (Inerte),Garbigunea (hondakin geldoak),URBANO,HIRIA,32675
2022,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (orgánico no reciclable),Merkataritza eta industria bilketa (organiko birziklaezina),INDUSTRIAL,INDUSTRIA,1076680
2022,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (inerte),Merkataritza eta industria bilketa (hondakin geldoak),INDUSTRIAL,INDUSTRIA,196520
2022,Rechazo,Errefusa,Rechazo    ,Errefusa,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2022,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza viaria ayuntamiento,Bide garbiketa Udala,URBANO,HIRIA,2502940
2022,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza playas,hondartzen garbiketa,URBANO,HIRIA,451300
2022,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Mezcla orgánica ayuntamiento,organiko nahasketa udala,URBANO,HIRIA,0
2023,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,,,647427
2023,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Contenedores via pública,Bide publikoko edukiontziak,URBANO,HIRIA,5014960
2023,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,141560
2023,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,199510
2023,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Contenedores vía pública. Recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,6011220
2023,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Papel y cartón de centros escolares y administración,Ikastetxeetako eta administrazioetako papera eta kartoia,URBANO,HIRIA,588590
2023,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón vía pública (Centro),Bide publikoko edukiontziak (erdialdea),URBANO,HIRIA,928940
2023,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón puerta a puerta (barrios),atez ateko kartoia (auzoak),URBANO,HIRIA,690570
2023,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón comercial (Parte vieja),Merkataritzako kartoia (Parte Zaharra),URBANO,HIRIA,385500
2023,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,466640
2023,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón garbigunes,Garbiguneetako kartoia,URBANO,HIRIA,78729
2023,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,931060
2023,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,4716100
2023,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública y grandes productores recogida trasera,Bide publikoko edukiontziak eta ekoizle handiak. Atzeko bilketa,URBANO,HIRIA,371020
2023,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Parte vieja,Parte Zaharra,URBANO,HIRIA,310440
2023,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,118470
2023,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Contenedores vía pública de vidrio,Bide publikoko beira edukiontziak,URBANO,HIRIA,5727107
2023,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Vídrio hostelería difícil acceso,Sarbide zaileko ostalaritza establezimenduetako beira,URBANO,HIRIA,1456462
2023,Recogida selectiva,Gaikako bilketa,Pilas,Pilak,Contenedores en la vía pública y puntos de recogida,Bide publikoko eta bilketa puntuetako edukiontziak,URBANO,HIRIA,15219
2023,Recogida selectiva,Gaikako bilketa,Textiles,Oihalak,Contenedores en vía pública de textiles,Bide publikoko oihal edukiontziak,URBANO,HIRIA,598651
2023,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Contenedores en vía pública,Bide publikoko edukiontziak,URBANO,HIRIA,85188
2023,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,1076
2023,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Garbigunes vidrio plano,Garbiguneetako beira zapala,URBANO,HIRIA,0
2023,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,49440
2023,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Garbigunes,Garbiguneak,URBANO,HIRIA,18992
2023,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,56760
2023,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,142710
2023,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material no leñoso: hierba, Egurra ez den materiala: belarra,URBANO,HIRIA,128060
2023,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material leñoso: ramas,Zurezko materiala: adarrak,URBANO,HIRIA,213240
2023,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Garbigune,Garbiguneak,URBANO,HIRIA,67637
2023,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,340
2023,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Maderas ayuntamiento,Zurak Udala,URBANO,HIRIA,13260
2023,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Garbigune,Garbiguneak,URBANO,HIRIA,397439
2023,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,443220
2023,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,591170
2023,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Voluminosos-ayuntamiento,Udaleko tamaina handiko hondakinak,URBANO,HIRIA,2534380
2023,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Garbigunes,Garbiguneak,URBANO,HIRIA,215795
2023,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,17940
2023,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2023,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,RAEE (Recogidos por los servicios municipales),TEEH (Udal zerbitzuek bildutakoak),URBANO,HIRIA,0
2023,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,21681
2023,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Garbigunes,Garbiguneak,URBANO,HIRIA,203190
2023,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,10120
2023,Recogida selectiva,Gaikako bilketa,Chatarra,Txatarra,Garbigunes,Garbiguneak,URBANO,HIRIA,89719
2023,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,10731
2023,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Garbigunes,Garbiguneak,URBANO,HIRIA,29300
2023,Recogida selectiva,Gaikako bilketa,Neumáticos,Pneumatikoak,Garbigune,Garbiguneak,URBANO,HIRIA,5466
2023,Rechazo,Errefusa,Rechazo    ,Errefusa,Basura domiciliaria,Etxeko zaborra,URBANO,HIRIA,43705190
2023,Rechazo,Errefusa,Rechazo    ,Errefusa,Mercados,Merkatuak,URBANO,HIRIA,0
2023,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida rural,Landako bilketa,URBANO,HIRIA,0
2023,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (escombro),Garbigunea (obra hondakinak),URBANO,HIRIA,612939
2023,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (Inerte),Garbigunea (hondakin geldoak),URBANO,HIRIA,43123
2023,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (orgánico no reciclable),Merkataritza eta industria bilketa (organiko birziklaezina),INDUSTRIAL,INDUSTRIA,1196420
2023,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (inerte),Merkataritza eta industria bilketa (hondakin geldoak),INDUSTRIAL,INDUSTRIA,158910
2023,Rechazo,Errefusa,Rechazo    ,Errefusa,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2023,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza viaria ayuntamiento,Bide garbiketa Udala,URBANO,HIRIA,2335300
2023,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza playas,hondartzen garbiketa,URBANO,HIRIA,383500
2023,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Mezcla orgánica ayuntamiento,organiko nahasketa udala,URBANO,HIRIA,0
2024,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,Autocompostaje,Autokonpostajea,,,647427
2024,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Contenedores via pública,Bide publikoko edukiontziak,URBANO,HIRIA,5026220
2024,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,206930
2024,Recogida selectiva,Gaikako bilketa,Orgánica,Organikoa,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,217280
2024,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Contenedores vía pública. Recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,6207420
2024,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Papel y cartón de centros escolares y administración,Ikastetxeetako eta administrazioetako papera eta kartoia,URBANO,HIRIA,599340
2024,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón vía pública (Centro),Bide publikoko edukiontziak (erdialdea),URBANO,HIRIA,957690
2024,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón puerta a puerta (barrios),atez ateko kartoia (auzoak),URBANO,HIRIA,729070
2024,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón comercial (Parte vieja),Merkataritzako kartoia (Parte Zaharra),URBANO,HIRIA,392040
2024,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,445520
2024,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Cartón garbigunes,Garbiguneetako kartoia,URBANO,HIRIA,97631
2024,Recogida selectiva,Gaikako bilketa,Papel/cartón,Papera/Kartoia,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,956700
2024,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública recogida lateral,Bide publikoko edukiontziak. Alboko bilketa,URBANO,HIRIA,4981230
2024,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Contenedores vía pública y grandes productores recogida trasera,Bide publikoko edukiontziak eta ekoizle handiak. Atzeko bilketa,URBANO,HIRIA,404610
2024,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Parte vieja,Parte Zaharra,URBANO,HIRIA,339220
2024,Recogida selectiva,Gaikako bilketa,Envases ligeros,Ontzi arinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,116980
2024,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Contenedores vía pública de vidrio,Bide publikoko beira edukiontziak,URBANO,HIRIA,5843191
2024,Recogida selectiva,Gaikako bilketa,Vidrio,Beira,Vídrio hostelería difícil acceso,Sarbide zaileko ostalaritza establezimenduetako beira,URBANO,HIRIA,1508130
2024,Recogida selectiva,Gaikako bilketa,Pilas,Pilak,Contenedores en la vía pública y puntos de recogida,Bide publikoko eta bilketa puntuetako edukiontziak,URBANO,HIRIA,21884
2024,Recogida selectiva,Gaikako bilketa,Textiles,Oihalak,Contenedores en vía pública de textiles,Bide publikoko oihal edukiontziak,URBANO,HIRIA,610329
2024,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Contenedores en vía pública,Bide publikoko edukiontziak,URBANO,HIRIA,76690
2024,Recogida selectiva,Gaikako bilketa,Aceite cocina,Sukaldeko olioa,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,929
2024,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Garbigunes vidrio plano,Garbiguneetako beira zapala,URBANO,HIRIA,0
2024,Recogida selectiva,Gaikako bilketa,Vidrio plano,Beira zapala,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,43790
2024,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Garbigunes,Garbiguneak,URBANO,HIRIA,27533
2024,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,37624
2024,Recogida selectiva,Gaikako bilketa,Plásticos,Plastikoak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,146210
2024,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material no leñoso: hierba, Egurra ez den materiala: belarra,URBANO,HIRIA,0
2024,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Material leñoso: ramas,Zurezko materiala: adarrak,URBANO,HIRIA,21080
2024,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Garbigune,Garbiguneak,URBANO,HIRIA,77572
2024,Recogida selectiva,Gaikako bilketa,Restos de jardín,Lorategi hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,410
2024,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Maderas ayuntamiento,Zurak Udala,URBANO,HIRIA,9420
2024,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Garbigune,Garbiguneak,URBANO,HIRIA,442340
2024,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Otros productores (Merkabugati),Beste ekoizle batzuk (Merkabugati),URBANO,HIRIA,435100
2024,Recogida selectiva,Gaikako bilketa,Maderas,Zurak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,577140
2024,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Voluminosos-ayuntamiento,Udaleko tamaina handiko hondakinak,URBANO,HIRIA,2687280
2024,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Garbigunes,Garbiguneak,URBANO,HIRIA,147500
2024,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,12460
2024,Recogida selectiva,Gaikako bilketa,Voluminosos,Tamaina handiko hondakinak,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2024,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,RAEE (Recogidos por los servicios municipales),TEEH (Udal zerbitzuek bildutakoak),URBANO,HIRIA,0
2024,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,24218
2024,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Garbigunes,Garbiguneak,URBANO,HIRIA,231650
2024,Recogida selectiva,Gaikako bilketa,RAEE,TEEH,Recogida comercial e industrial,Merkataritza eta industria bilketa,INDUSTRIAL,INDUSTRIA,8480
2024,Recogida selectiva,Gaikako bilketa,Chatarra,Txatarra,Garbigunes,Garbiguneak,URBANO,HIRIA,113.653
2024,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Punto verde móvil,Puntu berde mugigarria,URBANO,HIRIA,13257
2024,Recogida selectiva,Gaikako bilketa,Residuos peligrosos de origen doméstico,Etxean sortutako hondakin arriskutsuak,Garbigunes,Garbiguneak,URBANO,HIRIA,25406
2024,Recogida selectiva,Gaikako bilketa,Neumáticos,Pneumatikoak,Garbigune,Garbiguneak,URBANO,HIRIA,6856
2024,Recogida selectiva,Gaikako bilketa,Escombro,Obra hondakinak,Recogida ayuntamiento (Aizmendi),Udaleko bilketa (Aizmendi),URBANO,HIRIA,192160
2024,Recogida selectiva,Gaikako bilketa,Escombro,Obra hondakinak,Garbigunes,Garbiguneak,URBANO,HIRIA,634775
2024,Rechazo,Errefusa,Rechazo    ,Errefusa,Basura domiciliaria,Etxeko zaborra,URBANO,HIRIA,44191220
2024,Rechazo,Errefusa,Rechazo    ,Errefusa,Mercados,Merkatuak,URBANO,HIRIA,0
2024,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida rural,Landako bilketa,URBANO,HIRIA,0
2024,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (escombro),Garbigunea (obra hondakinak),URBANO,HIRIA,0
2024,Rechazo,Errefusa,Rechazo    ,Errefusa,Garbigune (Inerte),Garbigunea (hondakin geldoak),URBANO,HIRIA,56833
2024,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (orgánico no reciclable),Merkataritza eta industria bilketa (organiko birziklaezina),INDUSTRIAL,INDUSTRIA,1299180
2024,Rechazo,Errefusa,Rechazo    ,Errefusa,Recogida comercial e industrial (inerte),Merkataritza eta industria bilketa (hondakin geldoak),INDUSTRIAL,INDUSTRIA,156080
2024,Rechazo,Errefusa,Rechazo    ,Errefusa,Asentamiento incontrolado,Kontrolatu gabeko kokagunea,URBANO,HIRIA,0
2024,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza viaria ayuntamiento,Bide garbiketa Udala,URBANO,HIRIA,2245860
2024,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Limpieza playas,hondartzen garbiketa,URBANO,HIRIA,359900
2024,Rechazo,Errefusa,Limpieza viaria,Bide garbiketa,Mezcla orgánica ayuntamiento,organiko nahasketa udala,URBANO,HIRIA,0
